,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
811,917,Tokkadille,,"Tokkadille is a race game similar to other European Tables games, which I known from nineteenth century Germany, but which may be older.",1076,1076.0,Murray 1951: 126.,Germany,1,1,,,,0,Eric Piette,,,"47°57'9.53""N, 9°57'2.01""E","5353,5353",0,,0,1,0,0
812,918,Lange Puff,,"Lange Puff is a European Tables game played in Germany. Its rules have been documented since the nineteenth century, but it may be related to other games with similar names that are much older. ",1077,1077.0,Murray 1951: 128.,Germany,1,1,,,,0,Eric Piette,,,"52°1'8.52""N, 8°44'40.64""E","5353,5353",0,,0,0,0,0
813,919,Contrare Puff,Conträre Puff,"Conträre Puff is a European Tables game played in Germany. The rules for the game were documented in the nineteenth century, but it could be much older, as other games with similar names are known from earlier periods in Europe.",1078,1078.0,,Germany,1,1,,,,0,Eric Piette,,,"50°38'29.71""N, 11°8'18.68""E","5353,5353",0,,0,0,0,0
814,920,Kiz Tavlasi,Kız Tavlasi,"Kız Tavlasi is a race game played in Anatolia since at least the past 50 years, but is likely much older. It is a simple version of Tavla. ",1079,1079.0,"Dr. Fatih Parlak, personal communication 2020.",Turkey,1,1,,,,0,Eric Piette,,,"40°58'1.87""N, 37°23'44.62""E","5470,5520",0,,0,0,0,0
815,921,Roman Merels,,"Merels games are some of the most common games known throughout the world. Some of the oldest evidence comes from the Roman Empire, where boards are known which are identical to later games, but the exact rules are unknown.",1080,,,Roman Empire,1,1,,,,0,Eric Piette,,,"43°18'35.82""N, 3°6'29.02""E","3400,3540",1,,0,0,0,1
816,922,Roman Small Merels,,"Small Merels games are some of the most common game known throughout the world. These board are known from the Roman Empire, though the particular rules for them are undocumented.",1081,,,Roman Empire,1,1,,,,0,Eric Piette,,,"54°57'57.00""N, 2°41'43.95""W","3622,4174",1,,0,0,0,1
817,923,Hund efter Hare (Thy),,"Hund efter Hare is a name applied to several blockade games played in Denmark. This game was played in Thy, Denmmark, on a more complex board than was common elsewhere.",1082,1082.0,Michaelsen 2014: 203-204.,Denmark,1,1,,,,0,Eric Piette,,,"56°58'24.33""N, 8°36'59.50""E","5448,5468",0,,0,0,0,0
818,924,Hund efter Hare (Vendsyssel),,"Hund efter Hare is a blockade game played in Denmark. This version is from Thy, Denmark, and has been played at least since the nineteenth century.",1083,1083.0,Michaelsen 2014: 202-204.,Denmark,1,1,,,,0,Eric Piette,,,"57°21'47.52""N, 10°6'21.54""E","5398,5472",0,,0,0,0,0
819,925,Gasetavl,Gåsetavl,Gåsetavl is a hunt game played in Denmark since at least the nineteenth century. ,1084,1084.0,,Denmark,1,1,,,,0,Eric Piette,,,"55°42'18.69""N, 8°34'44.37""E","5343,5398",0,,0,0,0,0
820,926,Gasetavl (Gedved),Gåsetavl (Gedved),Gåsetavl is a name for several hunt games in Denmark. This version is played on a larger board with one fox and eighteen geese.,1085,1085.0,,Denmark,1,1,,,,0,Eric Piette,,,"55°55'43.63""N, 9°50'43.58""E","5348,5398",0,,0,0,0,0
821,927,Haretavl (Horsens),,"This game board was documented in the area of Horsens, Denmark in the nineteenth century. It belongs to a family of boards common throughout the Baltic region that are used for blockade and hunt games.",1086,,Mihcselsen 2014: 203-204.,Denmark,1,1,,,,0,Eric Piette,,,"55°51'29.32""N, 9°50'51.32""E","5348,5398",1,,0,0,0,1
822,928,Solitario,,"Solitario is a game that was played in Peru in the nineteenth century. The rules of how to play were not documented, but the board is known.",1087,,Murray 1951:,Peru,1,1,,,,0,Eric Piette,,,"15°5'38.37""S, 75°22'51.87""W","5398,5398",1,,0,0,0,0
823,929,Dam Hariman,,Dam Hariman is a game with captures played in Malaysia during the nineteenth century.,1088,1088.0,,Malaysia,1,1,,,,0,Eric Piette,,,"1°28'30.67""N, 103°45'44.52""E","5386,5395",0,,0,0,0,0
824,930,Lay Gwet Kyah,,Lay Gwet Kyah is a hunt game played in Myanmar during the nineteenth century. ,1089,,,Southeast Asia,1,1,,,,0,Eric Piette,,,"21°6'4.51""N, 99°54'1.9""E","5382,5382",1,,0,0,0,1
825,931,Sua Ghin Gnua,,"Sua Ghin Gnua is a game played in Thailand. It was equated with the game Lay Gwet Kyah, but not described.",1090,,,Thailand,1,1,,,,0,Eric Piette,,,"14°15'22.66""N, 102°2'33.91""E","5398,5398",1,,0,0,0,1
826,932,Tabal,,"Tabal is a game played in Malaysia in the nineteenth century. The board is the same as many race games played throughout Europe and Asia, though the specific rules were not documented.",1091,,Murray 1951: 116.,Malaysia,1,1,Main Tabal,,,0,Eric Piette,,,"1°28'30.67""N, 103°45'44.52""E","5386,5395",1,,0,0,0,1
827,933,Moo (Hunt),,Moo is a hunt game that was played in Samoa during the nineteenth century.,1092,,,Samoa,1,1,,,,0,Eric Piette,,,"13°58'27.54""S, 171°42'59.25""W","5398,5398",1,,0,0,0,1
828,934,Mamatjang-Matjang,,Mamatjang-Matjang is a hunt game played on the island of Celebes in the nineteenth century.,1093,,Murray 1951: 110.,Indonesia,1,1,,,,0,Eric Piette,,,"5°38'49.38""S, 119°44'54.34""E","5374,5374",1,,0,0,0,1
829,935,Gala (Buginese),,"Gala is a game used to refer to at least two games played in the Makassar Peninsula of Sulawesi, Indonesia. This is the Buginese version, which is played on a larger board and the ability to capture in corners.",1094,1094.0,,Indonesia,1,1,,,,0,Eric Piette,,,"5°10'52""S, 119°47'20.32""E","5374,5374",0,,0,0,0,0
830,936,Rongmei Naga Alignment Game,,This alignment game was played by the Rongmei Naga people in India in the early twentieth century. ,1095,1095.0,,India,1,1,,,,0,Eric Piette,,,"24°35'1.41""N, 94°19'51.11""E","5411,5411",1,,0,0,0,1
831,937,Mao Naga Tiger Game,,"This game is a hunt game played by the Mao Naga people of Manipur, India in the early twentieth century.",1096,1096.0,Murray 1951: 111.,India,1,1,,,,0,Eric Piette,,,"25°10'29.79""N, 94°37'18.63""E","5411,5411",0,,0,0,0,0
832,938,Manipur Capturing Game,,"This game was played by the Naga people of Manipur, India in the early twentieth century. ",1097,1097.0,Murray 1951: 66.,India,1,1,,,,0,Eric Piette,,,"25°8'33.66""N, 94°27'15.88""E","5411,5411",1,,0,0,0,1
833,939,Rongmei Naga Capturing Game,,"This capturing game was played by the Rongmei Naga people of Manipur, India in the early twentieth century.",1098,,Murray 1951: 67.,India,1,1,,,,0,Eric Piette,,,"24°11'9.38""N, 93°0'57.02""E","5411,5411",1,,0,0,0,1
834,940,Rongmei Naga Hunt Game,,"This hunt game, with tigers capturing people, was played by the Rongmei Naga people of Manipur, India during the early twentieth century. H.J.R. Mjurray falsely classifies this as a war game.",1099,,Murray 1951: 66. ,India,1,1,,,,0,Eric Piette,,,"24°27'58.25""N, 93°17'50.57""E","5411,5411",1,,0,0,0,1
835,941,Esa Hex,,Esa Hex is a variant of the game Hex.,1100,1100.0,,,0,1,,Esa Koskinen,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
836,942,El-Mahasna Game,,"This game was found in a Predynastic tomb at El-Mahasna in Egypt. There is some discussion of whether it could be an offering table instead of a game, but it echoes later Senet board from Egypt, though it has a 3x6 pattern instead of a 3x10.",1101,,Crist et al. 2016: 43; Piccione 1990: 35; Needler 1953: 63.,Egypt,1,1,,,,0,Eric Piette,,,"26°16'32.52""N, 31°49'40.23""E","0,0",1,,0,0,0,1
837,943,Selayar Game,,"This game was played on the island of Selayar, Indonesia during the nineteenth century.",1102,,Murray 1951: 68.,Indonesia,1,1,,,,0,Eric Piette,,,"5°56'30.72""S, 120°29'24.6""E","5384,5384",1,,0,0,0,1
838,944,Damdaman,,"Damdaman is a game that was played on the island of Java in Indonesia in the nineteenth century. It was described as being similar to a Draughts game played in India, but few details were given.",1103,,Murray 1951: 68.,Indonesia,1,1,,,,0,Eric Piette,,,"7°19'4.6""S, 109°7'27.83""E","5317,5317",1,,0,0,0,1
839,945,Maling'an,,Maling'an is a game that was played on the island of Java in the early nineteenth century.,1104,,,Indonesia,1,1,,,,0,Eric Piette,,,"6°50'7.57""S, 111°34'35.49""E","5317,5317",1,,0,0,0,1
840,946,Upper Hand,,A 3 dimensional game of skill and strategy for two players.,1105,1105.0,"<a href=""https://boardgamegeek.com/boardgame/4545/upper-hand"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,"Pyramids, Use Your Marbles, Au sommet de la pyramide",Margalith Akavya,"BSM Jeux, Hilco Corporation, Orda Industries Ltd.",0,Eric Piette,,4545.0,,"0,5520",0,,0,0,0,0
841,947,Bison,,"In Buffalo Chess, a.k.a. Bison, one player represents a villager and their dogs, who are trying to keep the village from being overrun by buffalos, controlled by the other player.",1106,1106.0,"<a href=""https://boardgamegeek.com/boardgame/32/buffalo-chess"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,"Buffalo Chess, Trespass",Alex Randolph,Piatnik,0,Noé Falzon,,32.0,,"0,5520",0,,0,0,0,0
842,948,Oust,,"A simple, drawless, and finite annihilation game where groups only grow by capturing.",1107,1107.0,"<a href=""http://www.marksteeregames.com/Oust_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Mark Steere Games</a>",,0,1,,Mark Steere,,0,Michael Amundsen,,30936.0,,"0,5520",0,,0,0,0,0
843,949,Paitariya,,"Paitaiya is a game that was played at Cochití Pueblo, New Mexico. ",1108,,Murray 1951: 48.,New Mexico,1,1,,,,0,Eric Piette,,,"35°36'32.11""N, 106°21'1.09""W","5407,5407",1,,0,0,0,1
844,950,Manu,,Manu is a hunt game played in Hawaii in the nineteenth century. ,1109,1109.0,Murray 1951: 104.,Hawaii,1,1,,,,0,Eric Piette,,,"19°33'54.04""N, 155°47'52.97""W","5399,5399",0,,0,0,0,0
845,951,Double Fox and Geese,,Double Fox and Geese is a hunt game played in England during the seventeenth century. ,1110,1110.0,Murray 1951: 104.,England,1,1,,,,0,Eric Piette,,,"51°4'25.82""N, 3°43'38.27""W","5181,5181",1,,0,0,0,1
846,952,Treble Fox and Geese,,Treble Fox and Geese is a hunt game played in England during the seventeenth century.,1111,1111.0,Murray 1951: 104.,England,1,1,,,,0,Eric Piette,,,"52°33'42.44""N, 0°30'50.21""E","5181,5181",1,,0,0,0,1
847,953,Baralie,,Baralie is a European Tables game played in medieval England. ,1112,1112.0,Murray 1951: 123.,England,1,1,,,,0,Eric Piette,,,"52°8'39.54""N, 1°54'59.03""W","4800,4850",0,,0,0,0,0
848,954,Imperial,,Imperial is a European Tables game played in medieval England. It is one of a group of similar games that are described in an early fourteenth century manuscript.,1113,1113.0,Murray 1951: 123,England,1,1,,Eric Piette,,0,,,,"55°45'20.74""N, 2°3'24.45""W","4800,4850",0,,0,0,0,0
849,955,Myles,,Myles is the name attributed to a fourteenth century English game. It is a European Tables game which is unnamed in the manuscript describing its rules. ,1114,1114.0,Murray 1951: 123.,England,1,1,,Eric Piette,,0,,,,"52°57'18.56""N, 0°28'44.76""W","4800,4850",0,,0,0,0,0
850,956,Provincial,,Provincial is a European Tables game from medieval England. It was described in a fourteenth century manuscript with seveal similar games.,1115,1115.0,Murray 1951: 123.,England,1,1,,,,0,Eric Piette,,,"51°13'8.23""N, 1°4'5.02""W","4800,4850",0,,0,0,0,0
851,957,Ludus Anglicorum,,The Ludus Anglicorum was a European Table game played in medieval England. It was described in a fourteenth century manuscript describing other similar games.,1116,1116.0,Murray 1951: 124.,England,1,1,,,,0,Eric Piette,,,"53°44'15.12""N, 1°4'30.57""W","4800,4800",0,,0,0,0,0
852,958,Ludus Lombardorum,,The Ludus Lombardorum is a European Tables game played in medieval England. It was described in a fourteenth century manuscript that also describes similar games.,1120,1120.0,Murray 1951: 124.,England,1,1,,,,0,Eric Piette,,,"52°3'55.61""N, 0°27'47.28""E","4800,4850",0,,0,0,0,0
853,959,Jacquet de Versailles,,Jacquet de Versailles is a European Tables game played in France in the nineteenth century.,1121,1121.0,Murray 1951: 127.,France,1,1,,,,0,Eric Piette,,,"47°23'2.81""N, 5°28'2.32""E","5340,5340",0,,0,0,0,0
854,960,Jacquet,,Jacquet is a European Tables game played in nineteenth century France.,1122,1122.0,Murray 1951: 126-127.,France,1,1,,,,0,Eric Piette,,,"49°49'16.8""N, 4°38'56.48""E","5340,5340",0,,0,0,0,0
855,961,Garanguet,,Garanguet ius a European Tables game played in France using three dice. It was played since at least the nineteenth century.,1123,1123.0,Murray 1951: 124.,France,1,1,,,,0,Eric Piette,,,"47°7'0.54""N, 0°36'30.22""W","5340,5340",0,,0,0,0,0
856,962,Bakkis,,"Bakkis is a race game played in Somaliland in the nineteenth century. It was said to be the same game as Pachisi, but no rules were given.",1124,,Murray 1951: 136,Somaliland,1,1,,,,0,Eric Piette,,,"8°57'46.71""N, 45°11'53.01""E","5356,5356",1,,0,0,0,1
857,963,Panchi,,Panchi is a race game played in India in Mysore in the late eighteenth and nineteenth century.,1125,1125.0,,India,1,1,,,,0,Eric Piette,,,"12°17'44.92""N, 76°38'21.77""E","5294,5368",0,,0,0,0,0
858,964,Thaayam,,Thaayam is a race game played in southern India in the twentieth century.,1126,1126.0,,India,1,1,,,,0,Eric Piette,,,"13°48'5.13""N, 75°6'4.78""E","5456,5456",0,,0,0,0,0
859,965,Mysore Tiger Game,,"This game is presented in a group of manuscripts from the Maharaja Krishnaraja Wadiyar III of Mysore. Three people attempt to trap a tiger, and the tiger attempts to eat the people.",1127,1127.0,,India,1,1,,,,0,Eric Piette,,,"12°17'44.92""N, 76°38'21.77""E","5294,5368",0,,0,0,0,0
860,966,Mysore Tiger Game (Three Tigers),,"This game is presented in a group of manuscripts from the Maharaja Krishnaraja Wadiyar III of Mysore. Seventeen people attempt to trap three tigers, and the tigers attempt to eat the people.

",1128,1128.0,,India,1,1,,,,0,Eric Piette,,,"12°17'44.92""N, 76°38'21.77""E","5294,5368",0,,0,0,0,0
861,967,Mysore Tiger Game (Two Tigers),,"This game is presented in a group of manuscripts from the Maharaja Krishnaraja Wadiyar III of Mysore. 25 people attempt to trap two tigers, and the tigers attempt to eat the people.

",1129,1129.0,,India,1,1,,,,0,Eric Piette,,,"12°17'44.92""N, 76°38'21.77""E","5294,5368",0,,0,0,0,0
862,968,Padaivettu,,Padaivettu is a game of captures played by the Tamil people of southern India.,1130,1130.0,,India,1,1,,,,0,Eric Piette,,,"12°20'58.31""N, 77°53'39.26""E","5519,5519",0,,0,0,0,0
863,969,Apit,,Apit is a capturing game played in Malaysia in the early twentieth century.,1131,,Murray 1951: 54/.,Malaysia,1,1,Apit-Sodok,,,0,Eric Piette,,,"3°7'11.86""N, 102°0'39.36""E","5415,5415",1,,0,0,0,1
864,970,Borobodur Game,,"This game is depicted on the tenth century Borobodur Stupa in Java, Indonesia. ",1132,,,Indonesia,1,1,,,,0,Eric Piette,,,"7°36'28.78""S, 110°12'13.88""E","4400,4499",1,,0,0,0,1
865,971,Sig (Dguache),,"This game, known as Sig like many other games in North Africa, was played in Dguache, Tunisia. It was played on holes made in the sand instead of a board.",1133,,Depaulis 2001: 65.,Tunisia,1,1,,,,0,Eric Piette,,,"33°59'35.44""N, 8°13'41.27""E","5490,5490",1,,0,0,0,0
866,972,Fang,,Fang is a game played by the Uighur people of the Xinjiang Uighur Autonomous Region of China. It incorporates principles of alignment and territory games. ,1134,1134.0,,Xinjiang,1,1,,,,0,Eric Piette,,,"43°21'40.85""N, 88°18'38.30""E","5492,5497",0,,0,0,0,0
867,973,Four-Fang,,"Four-Fang is a game that is played in China. It was played during the twentieth century, but graffiti at earlier sites suggest that it could be much older. Though it was observed, the rules were not documented, but it may be similar to the game Fang played by the Uighur people.",1135,,,China,1,1,,,,0,Eric Piette,,,"34°33'33.07""N, 112°28'4.43""E","4180,5499",1,,0,0,0,1
868,974,Cheng Fang Cheng Long,,"Cheng Fang Cheng Long is a game played in Chine in the twentieth century. Though its rules were not completely described, it is likely to be similar to the game Fang played by the Uighur people.",1136,,,China,1,1,Five-Fang,,,0,,,,"30°36'5.61""N, 114°17'39.33""E","5497,5499",1,,0,0,0,1
869,975,Seven-Fang,,"Seven-Fang is a game played in China during the twentieth century. Though its rules were not completely described, it was likely similar to the game Fang played by the Uighur people.",1137,,,China,1,1,,,,0,Eric Piette,,,"30°36'5.61""N, 114°17'39.33""E","5497,5499",1,,0,0,0,1
870,976,Eleven-Fang,,"Eleven-Fang is a game played in China. Though the game was described in the late twentieth century, it is likely to be much older, since a board belonging to it was found in a Tang Dynasty tomb, but which could date up to 1936.",1138,,,China,1,1,,,,0,Eric Piette,,,"34°33'33.07""N, 112°28'4.43""E","4180,5499",1,,0,0,0,1
871,977,Huli-Mane Ata,,"Huli-Mane Ata is a simple hunt game played in the area of Vijayanagara, India by children. Boards for this game appear at the medieval ruins of Vijayanagara, but it is unclear if the game dates to that period.",1139,1139.0,,India,1,1,Pulijudamu,,,0,Eric Piette,,,"15°19'29.65""N, 76°28'10.86""E","4700,5503",0,,0,0,0,0
872,978,Pulijudamu,,"Pulijudamu is a hunt game played in the area of Vijayanagara. Written sources place the game in the sixteenth century, and graffiti at the site of Vijayanagara could indicate that it was older. It was a game considered to belong to the lower classes in the sixteenth century and is still played by agricultural workers today. It is considered more impressive to win with more tigers and fewer goats.",1140,1140.0,,India,1,1,Ane-Nayi Ata,,,0,Eric Piette,,,"15°19'29.65""N, 76°28'10.86""E","4700,5503",0,,0,0,0,0
873,979,Wan Fu Cave Game,,"The board for this game was found in Wan Fu Cave, part of the Longmen cave-temples near Luoyang, China. The board is of a common type known throughout the world, but is not as commonly attested in China.",1141,,,China,1,1,,,,0,Eric Piette,,,"34°33'33.07""N, 112°28'4.43""E","4180,5502",1,,0,0,0,1
874,980,Infuse,,"Infuse is a game of entering the most pieces. They can only enter out of sight of your own pieces, but you make move your pieces that lie near to enemy pieces, in order to make new entry sites for yourself, or block entry sites for your opponent. The game may be played on either hex or square grids.",1142,1142.0,"<a href=""https://boardgamegeek.com/thread/2518705"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
875,981,Bravalath,,Invented after 1 second's thought.,1143,1143.0,,,0,1,,Cameron Browne,,0,Cameron Browne (8/12/2020),,,,"0,5520",0,,0,0,1,0
876,982,Tic-Tac-Die,,Tic-Tac-Die is played as per Tic-Tac-Toe except that players roll a D9 dice each turn to dictate where they move (dice pips show cell index to move to).,1144,1144.0,,,0,1,,Cameron Browne,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
877,983,Triple Tangle,,"An abstract board game played on the vertices, edges and cells of the board.",1145,1145.0,"<a href=""http://cambolbro.com/games/triple-tangle-rules-1.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cambolbro.com</a>",,0,1,,Cameron Browne,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
878,984,Maze,,Maze is a structure that consists of convoluted paths. ,1146,1146.0,"<a href=""http://www.cross-plus-a.com/puzzles.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
879,985,Hoshi,,Hoshi is a variant of Sudoku played on triangle basis.,1147,1147.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
880,986,Sudoku X,,Sudoku X is a variant of Sudoku included the diagonals of the square board in the constraints.,1148,1148.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,Diagonal Sudoku,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
881,987,Anti-Knight Sudoku,,Anti-Knight Sudoku is a variant of Sudoku involving the concept of Chess knight move.,1149,1149.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
882,988,Sudoku Mine,,Sudoku Mine combines Sudoku puzzle with Minesweeper game.,1150,1150.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
883,989,Sujiken,,"Sujiken (from Japanese ""sujikai"", literally ""diagonal"") is a variation of Sudoku.",1151,1151.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,George Heineman,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
884,990,Dice Chess,,Dice Chess is a variant of Chess involving a die.,1152,1152.0,"<a href=""https://brainking.com/en/GameRules?tp=95"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />brainking.com</a>",,0,1,,,,0,Michael Taktikos and Eric Piette,,,,"0,5520",0,,0,0,0,0
885,991,Refugia,,"Refugia is a modern experimental game with a goal of consolidating stones.
    
Stones enter unconnected, and can only move by fleeing from concentrations of enemy stones. Thus it is a movement game with a territorial aspect.  
    
The game includes capture-by-hopping moves, which create mutual-enemy stones as an intermediate stage before possible reconversion back to player's stones. This mechanism keeps the game provably finite. 
    
The pseudo-territories formed by the clumps of stones, have boundaries that can erode and shift; so the game is more tactical than strategic. Shifts in strategic concerns do occur, however, as the game evolves from first mainly claiming territory by placement density, to a race to agglomerate or capture, to fights to recapture vs blocking to retain lead in a tactical end game. 
    
Because the effect of the mutual-enemy stones on movement is symmetrical but not the same for the two players, the game requires considerable mental concentration.",1153,1153.0,"<a href=""https://boardgamegeek.com/thread/2557883"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
886,992,Tridoku,,Tridoku is a variant of Sudoku played on a triangle basis.,1154,1154.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,Japheth Light,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
887,993,Monty Hall Problem,,"The Monty Hall problem is a brain teaser, in the form of a probability puzzle, loosely based on the American television game show Let's Make a Deal and named after its original host, Monty Hall.",1155,1155.0,"<a href=""https://en.wikipedia.org/wiki/Monty_Hall_problem"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Steve Selvin,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
888,994,Samurai Sudoku,,Samurai Sudoku is one of the sudoku variation with overlapping sudoku grids.,1156,1156.0,"<a href=""http://www.cross-plus-a.com/sudoku.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />cross-plus-a.com</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
889,995,Mastermind,,Mastermind is a code-breaking game for two players.,1157,1157.0,"<a href=""https://en.wikipedia.org/wiki/Mastermind_(board_game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,Master Mind,Mordecai Meirowitz,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
890,996,Fibonacci Nim,,"Fibonacci Nim is a mathematical subtraction game, a variant of the game of Nim.",1158,1158.0,"<a href=""https://en.wikipedia.org/wiki/Fibonacci_nim"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Michael J. Whinihan,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
891,997,Hops-a-Daisy Generalized,,"Equi-based games are games played on a hex grid that share the following properties:
Each player has two kinds of pieces, one kind (Discs) move using steps and/or hops with flip-captures, the other kind (Hexes) are stationary. The stationary pieces have more score value, and they are limited to certain sites of placement. Identifying the placement sites for the stationary Hex pieces is based on their having an equal number of influencing neighbor pieces belonging to the player and to his (selected) enemy.

Turns consist of either: placing any a piece, or moving a Disc. The Disc move may be followed by optionally placing a Hex piece. The game ends when in succession, none of the players adds a piece to the board. The winner is the player who has the highest score, with the first player not to place a piece winning in the case of a tiebreaker. 

In the original game of Equi, The influencing neighbor pieces were found along lines of sight, and included only those pieces that were at the same distance as the nearest of them. The original game also had special placement limitations not discussed here, to reduce cycling. These evolved into produce the version cited here.

Areas of variation. The main families are: 
1. Equi - Line of sight based rules, forced flip-hopping of enemy pieces, and optional friendly hops, piece values same magnitude, but opposite sign. Details are that moving Disc pieces can only be entered onto non-Equi sites and not to suicide sites. The game is intended as a 2 player strategy game.

Equiversi - intended to be easier to play and more territorial and have less cycling issues.
The first change was to replace line of sight influence with adjacent piece influence, that is easier to see. With the increase in hex placement opportunities thus available, friendly hops were disallowed.

Then a second evolution, Equiversi-2, occurred with the concept of allowing players to decide a range of piece values for the Discs prior to play, -- represented here only by the selection of a zero value. Reduced value allowed for a relaxation of all placement restrictions on the Discs. An implementation side effect is that selecting a site gives a piece-choice pop-up for those sites where Hexes may be played. Pre-selecting the piece to play would be a better implementation.

Evolution to Hops-a-Daisy            
Nothing in the game prohibits a multi-player implementation, except that king-making could be an issue. Thus the idea of a small, light multi-player game based on Equi was born. To increase the chaotic experience, the hop changes both piece type and ownership leading to entirely different strategies. 

Hops-a-Daisy default rules allow hopping any piece, 'morphing' it (changing its type). Opponent's pieces are flipped to the mover's ownership as well. For ease of play, Disc placement is either to Non-Hex sites or unlimited. Hex placement considers all opponents as enemies. These settings can be changed to restrict hopping and/or Hex placement rules to either the preceding or following player's pieces. The game is strictly for fun and thus should be played on a small board.

These games also inspired Refugia, with different placement restrictions, single piece types, and ownership changes taking place in stages, which has been implemented separately on Ludii.",1159,1159.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
892,1000,King's Valley,,"The game is played on a 5x5 board with the center square representing the King's Valley. Players start with 5 pieces on opposites sites of the board, with the center pieces being the kings.",1160,1160.0,"<a href=""https://boardgamegeek.com/boardgame/86169/kings-valley"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Mitsuo Yamamoto,"<a href=""http://www.logygames.com/english/index.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Logy Games</a> (used with permission)",0,Eric Piette,,86169.0,,"0,5520",0,,0,0,0,0
893,1001,Order and Chaos,,Order and Chaos is an asymmetric variant of the game tic-tac-toe on a 6×6 gameboard.,1061,1061.0,"<a href=""https://en.wikipedia.org/wiki/Order_and_Chaos"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Stephen Sniderman,Kadon Enterprises,0,Nicholas Bamber,,147859.0,,"0,5520",0,,0,0,0,0
894,1005,Gioco dell'Orso,,"Gioco dell'Orso is a game that was played in Piedmont, Northern Italy. It was documented in the twentieth century, but graffiti in the region suggests that the game could be much older.",1163,1163.0,Michaelsen 2014: 212.,Italy,1,1,,,,0,Eric Piette,,,"45°40'20.32""N, 7°59'27.03""E","5410,5494",0,,0,0,0,0
895,1006,Le Jeu de Gendarmes et de Voleur,,"Le Jeu de Gendarmes et de Voleur is a blockade game that was played by schoolchildren in the 1940s in Vernou-en-Sologne, France. It resembles other, older games which are known throughout Europe, and is likely to be older. It was played either on a circular board or a square one.",1164,,Michaelsen 2014: 210-212,France,1,1,,,,0,Eric Piette,,,"47°41'20.86""N, 1°46'25.07""E","5474,5474",1,,0,0,0,1
